135.020000 2.775057 
136.020000 2.610036 
137.020000 2.829564 
138.020000 2.541619 
139.020000 2.367875 
140.020000 2.220835 
141.020000 2.401115 
142.020000 2.740700 
143.020000 2.997465 
144.020000 2.189384 
145.020000 2.545128 
146.020000 2.356761 
147.020000 2.612109 
148.020000 2.561720 
149.020000 2.189113 
150.020000 2.142943 
151.020000 2.130386 
152.020000 2.232255 
153.020000 2.655594 
154.020000 2.454124 
155.020000 1.904889 
156.020000 2.230535 
157.020000 2.677926 
158.020000 2.698591 
159.020000 2.335495 
160.020000 2.665081 
161.020000 1.982612 
162.020000 2.875874 
163.020000 2.030961 
164.020000 2.062689 
165.020000 2.767866 
166.020000 1.872724 
167.020000 2.692126 
168.020000 2.866821 
169.020000 2.062180 
170.020000 2.152885 
171.020000 1.939574 
172.020000 2.036481 
173.020000 1.655147 
174.020000 2.284859 
175.020000 2.619669 
176.020000 2.892843 
177.020000 2.044676 
178.020000 1.914746 
179.020000 2.313444 
180.020000 1.761585 
181.020000 2.956084 
182.020000 1.974386 
183.020000 1.941419 
184.020000 1.884445 
185.020000 1.854525 
186.020000 1.788408 
187.020000 2.464436 
188.020000 2.043968 
189.020000 2.150425 
190.020000 1.523995 
191.020000 1.830195 
192.020000 1.969602 
193.020000 1.871249 
194.020000 1.396448 
195.020000 1.935804 
196.020000 0.860389 
197.020000 1.287646 
198.020000 1.726238 
199.020000 1.474368 
200.020000 1.499703 
201.020000 1.718275 
202.020000 1.203838 
203.020000 2.000436 
204.020000 1.867216 
205.020000 1.230740 
206.020000 1.400649 
207.020000 1.460655 
208.020000 1.929507 
209.020000 1.781377 
210.020000 2.404583 
211.020000 1.761251 
212.020000 1.616267 
213.020000 1.125846 
214.020000 1.624609 
215.020000 1.694522 
216.020000 1.438704 
217.020000 0.259843 
218.020000 2.972733 
219.020000 1.642563 
220.020000 1.650305 
221.020000 1.387604 
222.020000 1.226300 
223.020000 1.381902 
224.020000 2.649337 
225.020000 1.563252 
226.020000 1.125281 
227.020000 1.183620 
228.020000 1.772379 
229.020000 1.369299 
230.020000 1.304711 
231.020000 1.290101 
232.020000 0.154371 
233.020000 1.676244 
234.020000 1.986187 
235.020000 1.400885 
236.020000 1.921970 
237.020000 1.886072 
238.020000 0.916804 
239.020000 1.031727 
240.020000 1.354824 
241.020000 0.151103 
242.020000 2.040427 
243.020000 2.922615 
244.020000 1.565971 
245.020000 1.003295 
246.020000 1.310986 
247.020000 0.735831 
248.020000 1.277080 
249.020000 1.173540 
250.020000 2.112327 
251.020000 1.641073 
252.020000 0.673427 
253.020000 1.817025 
254.020000 1.894957 
255.020000 1.310822 
256.020000 3.060003 
257.020000 1.656879 
258.020000 0.893509 
259.020000 0.784180 
260.020000 1.016196 
261.020000 1.596911 
262.020000 1.360404 
263.020000 1.326774 
264.020000 1.007733 
265.020000 1.149637 
266.020000 1.755242 
267.020000 0.702467 
268.020000 1.214297 
269.020000 0.996145 
270.020000 1.453839 
271.020000 0.164081 
272.020000 0.996346 
273.020000 1.026418 
274.020000 2.321562 
275.020000 1.515049 
276.020000 0.985608 
277.020000 1.479890 
278.020000 1.542322 
279.020000 0.918599 
280.020000 0.647634 
281.020000 1.361874 
282.020000 2.151412 
283.020000 0.854294 
284.020000 0.145377 
285.020000 1.237275 
286.020000 1.360539 
287.020000 0.866334 
288.020000 1.774421 
289.020000 1.362682 
290.020000 1.001832 
291.020000 0.221269 
292.020000 0.953666 
293.020000 0.126813 
294.020000 1.080322 
295.020000 1.377977 
296.020000 0.845973 
297.020000 0.634995 
298.020000 0.644815 
299.020000 0.872934 
300.020000 0.191149 
301.020000 0.485503 
302.020000 0.936655 
303.020000 1.211753 
304.020000 1.340240 
305.020000 0.514325 
306.020000 0.939561 
307.020000 1.113645 
308.020000 0.864200 
309.020000 2.217357 
310.020000 1.271152 
311.020000 1.070119 
312.020000 1.020039 
313.020000 0.749590 
314.020000 1.458925 
315.020000 0.258908 
316.020000 0.553679 
317.020000 0.473246 
318.020000 0.528788 
319.020000 1.336837 
320.020000 0.242379 
321.020000 0.684622 
322.020000 0.341330 
323.020000 1.169224 
324.020000 0.356194 
325.020000 1.708753 
326.020000 2.319826 
327.020000 1.836086 
328.020000 0.076938 
329.020000 0.943424 
330.020000 1.224508 
331.020000 0.741020 
332.020000 0.971691 
333.020000 0.852571 
334.020000 1.095357 
335.020000 0.929753 
336.020000 2.261551 
337.020000 0.775963 
338.020000 1.169466 
339.020000 0.700566 
340.020000 0.106750 
341.020000 2.526743 
342.020000 0.904086 
343.020000 0.078171 
344.020000 0.600675 
345.020000 0.258431 
346.020000 2.069210 
347.020000 0.637609 
348.020000 0.389482 
